Brand,Model,Specifications
BLU,Life 8 XL,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2015, May', 'Status': 'Available. Released 2015, May'}}, {'Body': {'Dimensions': '155 x 74.8 x 7.7 mm (6.10 x 2.94 x 0.30 in)', 'Weight': '149 g (5.26 oz)', 'SIM': 'Dual SIM (Micro-SIM)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)', 'Chipset': 'Mediatek MT6592M (28 nm)', 'CPU': 'Octa-core 1.4 GHz Cortex-A7', 'GPU': 'Mali-450MP4'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 2920 mAh battery', 'Talk time': 'Up to 900 h (2G) / Up to 750 h (3G)'}}, {'Misc': {'Colors': 'Black, Orange, Pink, White, Yellow'}}]"
BLU,Studio C 5 + 5,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2015, July', 'Status': 'Available. Released 2015, July'}}, {'Body': {'Dimensions': '143 x 71.8 x 9 mm (5.63 x 2.83 x 0.35 in)', 'Weight': '157 g (5.54 oz)', 'SIM': 'Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.0 (Lollipop)', 'Chipset': 'Mediatek MT6582 (28 nm)', 'CPU': 'Quad-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400MP2'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': '720p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Removable Li-Po 2000 mAh battery', 'Talk time': 'Up to 900 h (2G) / Up to 750 h (3G)'}}, {'Misc': {'Colors': 'Black, Blue, Gold, Green, Orange, Pink, White'}}]"
BLU,Studio C 5 + 5 LTE,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2015, July', 'Status': 'Available. Released 2015, August'}}, {'Body': {'Dimensions': '143 x 71.8 x 9 mm (5.63 x 2.83 x 0.35 in)', 'Weight': '157 g (5.54 oz)', 'SIM': 'Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.0 (Lollipop)', 'Chipset': 'Qualcomm MSM8909 Snapdragon 210 (28 nm)', 'CPU': 'Quad-core 1.1 GHz Cortex-A7', 'GPU': 'Adreno 304'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': '720p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, gravity'}}, {'Battery': {'Stand-by': 'Removable Li-Po 2000 mAh battery', 'Talk time': 'Up to 800 h (2G) / Up to 700 h (3G)'}}, {'Misc': {'Colors': 'Black, White, Gold'}}]"
BLU,Studio C Super Camera,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2015, August', 'Status': 'Available. Released 2015, August'}}, {'Body': {'Dimensions': '143 x 71 x 8.5 mm (5.63 x 2.80 x 0.33 in)', 'Weight': '126 g (4.44 oz)', 'SIM': 'Dual SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.0 (Lollipop)', 'Chipset': 'Mediatek MT6582 (28 nm)', 'CPU': 'Quad-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400MP2'}}, {'Memory': {'Card slot': 'microSDHC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash, panorama, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Non-removable Li-Ion 2800 mAh battery', 'Talk time': 'Up to 900 h (2G) / Up to 820 h (3G)'}}, {'Misc': {'Colors': 'Black, Gold, Green, White, Orange, Pink, Blue'}}]"
BLU,Vivo Selfie,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2015, July', 'Status': 'Available. Released 2015, July'}}, {'Body': {'Dimensions': '141 x 68.4 x 7.8 mm (5.55 x 2.69 x 0.31 in)', 'Weight': '111 g (3.92 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'AMOLED capacitive touchscreen, 16M colors', 'Size': '4.8 inches, 63.5 cm', 'Resolution': '2', 'Protection': ' (~65.9% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 5.0 (Lollipop)', 'Chipset': 'Mediatek MT6582 (28 nm)', 'CPU': 'Quad-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400MP2'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash, panorama, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '8 MP', 'Features': 'LED flash'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, gravity'}}, {'Battery': {'Stand-by': 'Non-removable Li-Po 2300 mAh battery', 'Talk time': 'Up to 750 h (2G) / Up to 675 h (3G)'}}, {'Misc': {'Colors': 'Black, White'}}]"
BLU,Energy X Plus,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2015, July', 'Status': 'Available. Released 2015, July'}}, {'Body': {'Dimensions': '150.5 x 76.5 x 8 mm (5.93 x 3.01 x 0.31 in)', 'Weight': '169 g (5.96 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.0 (Lollipop)', 'CPU': 'Quad-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP', 'Features': 'LED flash'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {'Stand-by': 'Non-removable Li-Po 4000 mAh battery', 'Talk time': 'Up to 900 h (2G) / Up to 875 h (3G)'}}, {'Misc': {'Colors': 'Silver, Gold, Grey'}}]"
BLU,Studio 7.0 II,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2015, August', 'Status': 'Available. Released 2015, August'}}, {'Body': {'Dimensions': '194 x 107 x 9.3 mm (7.64 x 4.21 x 0.37 in)', 'Weight': '248 g (8.75 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '7.0 inches, 137.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.0 (Lollipop)', 'CPU': 'Quad-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer'}}, {'Battery': {'Stand-by': 'Non-removable Li-Po 3450 mAh battery', 'Talk time': 'Up to 200 h (3G)'}}, {'Misc': {'Colors': 'Blue, Gold, Grey'}}]"
BLU,Life X8,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2015, July', 'Status': 'Available. Released 2015, July'}}, {'Body': {'Dimensions': '140.7 x 70.2 x 9.3 mm (5.54 x 2.76 x 0.37 in)', 'Weight': '149 g (5.26 oz)', 'SIM': 'Dual SIM (Micro-SIM)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)', 'Chipset': 'Mediatek MT6592M (28 nm)', 'CPU': 'Octa-core 1.4 GHz Cortex-A7', 'GPU': 'Mali-450MP4'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Removable Li-Po 2500 mAh battery', 'Talk time': 'Up to 750 h (2G) / Up to 675 h (3G)'}}, {'Misc': {'Colors': 'Black, Pink, White, Mint, Gold'}}]"
BLU,Touchbook G7,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2015, August', 'Status': 'Available. Released 2015, August'}}, {'Body': {'Dimensions': '197.2 x 107 x 8.9 mm (7.76 x 4.21 x 0.35 in)', 'Weight': '298 g (10.51 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '7.0 inches, 137.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.0 (Lollipop)', 'CPU': 'Dual-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '4GB 512MB RAM'}}, {'Main Camera': {'Single': '2 MP', 'Video': '720p@30fps'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer'}}, {'Battery': {'Stand-by': 'Non-removable Li-Po 3000 mAh battery', 'Talk time': 'Up to 190 h (3G)'}}, {'Misc': {'Colors': 'White, Gold, Grey'}}]"
BLU,Studio XL,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2015, August', 'Status': 'Available. Released 2015, August'}}, {'Body': {'Dimensions': '165.5 x 85.3 x 8.5 mm (6.52 x 3.36 x 0.33 in)', 'Weight': '177 g (6.24 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '6.0 inches, 99.2 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.0 (Lollipop)', 'Chipset': 'Mediatek MT6582M (28 nm)', 'CPU': 'Quad-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400MP2'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Non-removable Li-Ion 3000 mAh battery', 'Talk time': 'Up to 920 h (2G) / Up to 850 h (3G)'}}, {'Misc': {'Colors': 'Black, White', 'Price': 'About 110 EUR'}}]"
BLU,Neo X Plus,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2016, February', 'Status': 'Available. Released 2016, February'}}, {'Body': {'Dimensions': '152.6 x 77.9 x 8.3 mm (6.01 x 3.07 x 0.33 in)', 'Weight': '162 g (5.71 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.1 (Lollipop)', 'CPU': 'Quad-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, f/2.0, 1/4.0"", AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Removable Li-Po 2500 mAh battery', 'Talk time': 'Up to 700 h (2G) / Up to 650 h (3G)'}}, {'Misc': {'Colors': 'Black, White'}}]"
BLU,Energy X 2,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2016, February', 'Status': 'Available. Released 2016, February'}}, {'Body': {'Dimensions': '143.5 x 71 x 9.6 mm (5.65 x 2.80 x 0.38 in)', 'Weight': '190 g (6.70 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2', 'Protection': ' (~67.6% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 5.1 (Lollipop)', 'CPU': 'Quad-core 1.3 GHz Cortex-A7'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, f/2.2, 1/4.0"", AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Non-removable Li-Po 4000 mAh battery', 'Talk time': 'Up to 900 h (2G) / Up to 875 h (3G)'}}, {'Misc': {'Colors': 'Gold, Grey'}}]"
BLU,Life XL,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2016, January', 'Status': 'Available. Released 2016, January'}}, {'Body': {'Dimensions': '155.4 x 79.3 x 8.5 mm (6.12 x 3.12 x 0.33 in)', 'Weight': '168 g (5.93 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.1 (Lollipop)', 'Chipset': 'MediaTek MT6592M', 'CPU': 'Qualcomm MSM8916 Snapdragon 410 (28 nm)', 'GPU': 'Octa-core 1.4 GHz Cortex-A7'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '8GB 1GB RAM, 16GB 2GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF', 'Features': 'LED flash, panorama, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {'Stand-by': 'Removable Li-Po 2820 mAh battery', 'Talk time': 'Up to 650 h (2G) / Up to 550 h (3G)'}}, {'Misc': {'Colors': 'Black, White'}}]"
BLU,Vivo Air LTE,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2015, September', 'Status': 'Available. Released 2015, September'}}, {'Body': {'Dimensions': '141.9 x 68.1 x 5.1 mm (5.59 x 2.68 x 0.20 in)', 'Weight': '98 g (3.46 oz)', 'SIM': 'Nano-SIM'}}, {'Display': {'Type': 'AMOLED capacitive touchscreen, 16M colors', 'Size': '4.8 inches, 63.5 cm', 'Resolution': '2', 'Protection': ' (~65.7% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 5.0.2 (Lollipop)', 'Chipset': 'Qualcomm MSM8916 Snapdragon 410 (28 nm)', 'CPU': 'Quad-core 1.2 GHz Cortex-A53', 'GPU': 'Adreno 306'}}, {'Memory': {'Card slot': 'No', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Non-removable Li-Po 2050 mAh battery', 'Talk time': 'Up to 700 h (2G) / Up to 650 h (3G)'}}, {'Misc': {'Colors': 'Black, White'}}]"
BLU,Studio 5.5 HD,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2016, March', 'Status': 'Available. Released 2016, March'}}, {'Body': {'Dimensions': '153.8 x 77.4 x 9.1 mm (6.06 x 3.05 x 0.36 in)', 'Weight': '183 g (6.46 oz)', 'SIM': 'Dual SIM (Micro-SIM/ Mini-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.1 (Lollipop)', 'CPU': 'Quad-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP, f/2.4, 1/4.0"", AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Removable Li-Po 2500 mAh battery', 'Talk time': 'Up to 700 h (2G) / Up to 650 h (3G)'}}, {'Misc': {'Colors': 'Black, White, Gold'}}]"
BLU,Studio G HD,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2016, February', 'Status': 'Available. Released 2016, February'}}, {'Body': {'Dimensions': '143.3 x 71.5 x 8.4 mm (5.64 x 2.81 x 0.33 in)', 'Weight': '133 g (4.69 oz)', 'SIM': 'Dual SIM (Micro-SIM/ Mini-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.1 (Lollipop)', 'CPU': 'Quad-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP, f/2.2, 1/5.0"", 1.12µm, AF', 'Features': 'LED flash', 'Video': '720p@30fps'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '2.1', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Removable Li-Po 2000 mAh battery', 'Talk time': 'Up to 750 h (2G) / Up to 700 h (3G)'}}, {'Misc': {'Colors': 'Black, White, Pink'}}]"
BLU,Energy X LTE,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2016, March', 'Status': 'Available. Released 2016, March'}}, {'Body': {'Dimensions': '143 x 69.9 x 8.5 mm (5.63 x 2.75 x 0.33 in)', 'Weight': '183 g (6.46 oz)', 'SIM': 'Dual SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.1 (Lollipop)', 'Chipset': 'Mediatek MT6735 (28 nm)', 'CPU': 'Quad-core 1.3 GHz Cortex-A53', 'GPU': 'Mali-T720'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '16GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, f/2.4, 1/4.0"", AF', 'Features': 'LED flash, panorama, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {'Stand-by': 'Non-removable Li-Po 4000 mAh battery', 'Talk time': 'Up to 800 h (2G) / Up to 725 h (3G)'}}, {'Misc': {'Colors': 'Gold, Grey'}}]"
BLU,Dash X Plus LTE,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2016, March', 'Status': 'Available. Released 2016, March'}}, {'Body': {'Dimensions': '158.8 x 77.7 x 10.2 mm (6.25 x 3.06 x 0.40 in)', 'Weight': '190 g (6.70 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 5.1 (Lollipop)', 'Chipset': 'Mediatek MT6735 (28 nm)', 'CPU': 'Quad-core 1.0 GHz Cortex-A53', 'GPU': 'Mali-T720MP2'}}, {'Memory': {'Card slot': 'microSDXC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, f/2.4, 1/3.2"", AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP', 'Features': 'LED flash'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Removable Li-Po 2750 mAh battery', 'Talk time': 'Up to 700 h (2G) / Up to 625 h (3G)'}}, {'Misc': {'Colors': 'Black, Gold, White'}}]"
